HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,HS,AS,HST,AST,HC,AC,Over25,BTTS,Result
Inter,Napoli,2,2,1.7,3.5,5.25,13,7,4,3,4,1,1,1,1
Nacional,Santa Clara,3,3,2.7,3.0,2.7,13,22,5,6,2,8,1,1,1
Go Ahead Eagles,For Sittard,2,2,2.2,3.75,3.1,23,12,8,5,9,1,1,1,1
Bayern Munich,Wolfsburg,8,1,1.11,11.0,17.0,16,8,10,3,6,2,1,1,2
M'gladbach,Augsburg,4,0,1.85,3.8,4.0,12,17,7,2,2,2,1,0,2
Granada,Castellon,0,0,3.0,3.2,2.35,11,8,4,3,6,6,0,0,1
Vallecano,Mallorca,2,1,1.91,3.3,4.33,14,9,5,2,6,5,1,1,2
Levante,Espanol,1,1,3.1,3.3,2.35,8,19,2,3,4,3,0,1,1
Malaga,Ceuta,2,1,2.05,3.3,3.5,18,3,8,2,6,6,1,1,2
Heerenveen,Feyenoord,2,2,3.1,3.8,2.15,16,7,7,3,5,3,1,1,1
Fiorentina,Milan,1,1,3.8,3.4,2.0,20,13,7,3,8,5,0,1,1
Lecce,Parma,1,2,2.75,3.0,2.88,10,12,1,2,3,3,1,1,0
Mantova,Palermo,1,1,3.4,3.4,2.05,7,18,2,6,3,6,0,1,1
Telstar,Ajax,2,3,3.8,4.0,1.85,7,16,3,10,8,3,1,1,0
Aberdeen,Rangers,0,2,4.75,3.7,1.68,7,18,5,9,6,6,0,0,0
Dundee,Hearts,0,1,8.0,4.1,1.42,17,7,5,2,6,4,0,0,0
Padova,Modena,2,0,4.33,3.1,1.91,8,32,6,6,3,12,0,0,2
Verona,Lazio,0,1,3.4,3.0,2.35,10,11,2,2,2,1,0,0,0
Sunderland,Liverpool,0,1,4.75,3.8,1.73,11,23,2,3,3,11,0,0,0
Nijmegen,Utrecht,1,3,1.73,3.9,4.75,24,11,7,5,5,0,1,1,0
Celtic,Livingston,2,1,1.1,9.0,17.0,29,4,12,2,10,3,1,1,2
Nott'm Forest,Wolves,0,0,1.7,3.8,5.0,35,7,10,3,8,2,0,0,1
Motherwell,Rangers,1,1,3.25,3.5,2.1,18,10,5,4,6,3,0,1,1
Charlton,Stoke,1,0,2.57,3.1,2.7,17,6,4,2,6,5,0,0,2
Falkirk,Dundee,1,0,1.61,3.75,5.25,16,15,3,4,4,4,0,0,2
Go Ahead Eagles,Heerenveen,1,3,2.6,3.75,2.5,13,19,6,10,8,4,1,1,0
Empoli,Juve Stabia,1,2,2.35,3.0,3.25,12,9,2,3,5,3,1,1,0
Aston Villa,Brighton,1,0,1.91,3.7,3.8,15,9,1,3,7,5,0,0,2
Man City,Fulham,3,0,1.36,5.5,7.0,13,14,5,3,4,4,1,0,2
Bari,Spezia,0,0,3.0,2.85,2.5,21,18,7,6,5,10,0,0,1
Avellino,Frosinone,1,3,3.3,3.1,2.25,15,16,6,5,6,4,1,1,0
Kilmarnock,St Mirren,4,3,2.75,3.3,2.45,20,15,7,7,9,4,1,1,2
Sudtirol,Monza,0,0,3.6,3.0,2.15,10,7,2,1,5,3,0,0,1
Crystal Palace,Burnley,2,3,1.57,4.0,6.25,21,8,3,3,8,2,1,1,0
AFC Wimbledon,Blackpool,4,1,2.1,3.25,3.25,14,9,7,2,6,8,1,1,2
Coventry,Preston,3,0,1.42,4.75,6.0,25,5,9,2,8,1,1,0,2
West Brom,Southampton,1,1,2.7,3.5,2.35,13,12,6,4,5,3,0,1,1
Oxford,Blackburn,1,0,2.65,3.1,2.65,14,10,7,2,6,4,0,0,2
Port Vale,Bradford,0,2,3.1,3.2,2.2,7,33,1,13,2,11,0,0,0
Middlesbrough,Charlton,0,1,1.35,4.75,7.5,34,5,7,2,11,2,0,0,0
Norwich,Sheffield United,2,1,2.5,3.5,2.55,19,6,7,2,11,4,1,1,2
Birmingham,QPR,1,0,1.68,3.75,4.5,21,10,6,1,10,1,0,0,2
Estoril,Estrela,1,1,1.85,3.5,4.2,8,9,3,5,4,4,0,1,1
Porto,Guimaraes,3,0,1.57,3.9,5.75,17,10,9,2,7,4,1,0,2
Amiens,Reims,2,2,4.33,3.3,1.73,10,10,2,4,8,7,1,1,1
Leyton Orient,Doncaster,4,0,2.15,3.5,3.0,13,16,6,5,4,5,1,0,2
Exeter,Reading,1,1,3.0,3.3,2.25,5,8,2,1,5,5,0,1,1
Stockport,Blackpool,1,0,1.68,3.6,4.5,16,9,5,2,4,4,0,0,2
Wigan,Wycombe,0,1,2.4,3.25,2.75,12,5,2,3,3,1,0,0,0
Burton,Bolton,3,0,4.33,3.9,1.66,12,18,6,7,2,5,1,0,2
AFC Wimbledon,Port Vale,1,1,2.55,3.1,2.65,6,16,4,3,5,11,0,1,1
Northampton,Rotherham,1,2,2.01,3.3,3.5,3,11,1,2,4,4,1,1,0
Mirandes,Leganes,0,0,3.2,3.0,2.3,13,17,4,7,3,10,0,0,1
Sociedad B,Andorra,3,0,2.85,3.3,2.35,9,10,5,3,2,4,1,0,2
Almeria,Zaragoza,4,2,1.61,4.0,5.0,22,14,14,5,7,5,1,1,2
Sevilla,Celta,0,1,2.6,3.3,2.75,7,9,2,7,6,1,0,0,0
Genoa,Cagliari,3,0,2.1,3.0,4.2,11,15,7,3,2,3,1,0,2
Juventus,Cremonese,5,0,1.25,6.0,13.0,18,9,11,2,4,5,1,0,2
Genoa,Cagliari,3,0,2.1,3.0,4.2,11,15,7,3,2,3,1,0,2
Juventus,Cremonese,5,0,1.25,6.0,13.0,18,9,11,2,4,5,1,0,2
Huesca,Cordoba,1,2,2.82,2.85,2.65,11,14,1,5,5,7,1,1,0
Brentford,Arsenal,1,1,4.75,3.9,1.7,12,7,3,2,6,4,0,1,1
Leverkusen,Ein Frankfurt,3,1,2.1,3.8,3.2,18,13,8,2,4,8,1,1,2
Standard,Mechelen,1,1,2.3,3.25,3.0,11,14,3,6,12,5,0,1,1
Ipswich,Sheffield United,5,0,1.76,3.5,4.5,21,10,11,2,3,5,1,0,2
Paderborn,Bochum,1,0,1.85,3.7,3.9,20,15,5,4,3,7,0,0,2
Bielefeld,Magdeburg,2,0,2.1,3.7,3.1,13,17,5,3,5,5,0,0,2
Alverca,Tondela,1,0,2.25,3.2,3.2,12,14,4,6,5,6,0,0,2
Benfica,Santa Clara,1,1,1.3,5.0,9.5,19,9,7,5,4,5,0,1,1
Las Palmas,Sociedad B,2,1,1.53,3.9,5.75,16,3,5,1,4,2,1,1,2
Avellino,Monza,2,1,3.9,3.1,1.96,11,9,1,2,2,3,1,1,2
Troyes,Nancy,3,0,2.1,3.0,3.5,22,7,11,3,7,3,1,0,2
Amiens,Bastia,0,0,3.5,3.2,2.0,4,7,1,1,5,3,0,0,1
Boulogne,Laval,1,2,3.1,3.2,2.15,11,7,3,4,3,2,1,1,0
Le Mans,Rodez,0,1,2.0,3.4,3.3,20,12,3,5,5,3,0,0,0
Pau FC,Red Star,0,3,2.8,3.0,2.55,13,16,3,6,2,2,1,0,0
Sevilla,Elche,2,2,1.85,3.4,4.5,7,5,3,2,2,2,1,1,1
Marseille,Lorient,4,0,1.38,5.0,7.5,15,4,8,1,10,0,1,0,2
Burgos,Valladolid,0,1,2.65,3.0,2.75,7,11,1,3,2,2,0,0,0
Sp Gijon,Santander,2,1,1.96,3.2,3.9,9,13,4,3,4,6,1,1,2
Eibar,Castellon,0,0,2.2,3.3,3.2,7,16,0,5,1,7,0,0,1
Malaga,La Coruna,3,0,3.25,3.0,2.3,15,10,6,5,1,9,1,0,2
Albacete,Ceuta,0,0,1.81,3.7,3.9,13,3,4,1,6,3,0,0,1
Cadiz,Huesca,1,0,1.96,3.1,4.2,11,9,2,1,13,2,0,0,2
Union Berlin,RB Leipzig,3,1,3.2,3.5,2.2,12,9,6,3,4,6,1,1,2
Greuther Furth,Hertha,3,3,3.75,3.7,1.9,14,17,6,7,2,4,1,1,1
Standard,Oud-Heverlee Leuven,0,1,2.35,3.0,3.2,9,18,3,9,5,4,0,0,0
Lecce,Pisa,1,0,2.5,2.88,3.3,21,5,3,0,12,1,0,0,2
Dresden,Braunschweig,2,3,2.25,3.1,3.4,10,17,8,5,7,8,1,1,0
Palermo,Sampdoria,1,0,1.62,3.75,5.25,15,7,5,1,5,1,0,0,2
Lecce,Pisa,1,0,2.5,2.88,3.3,21,5,3,0,12,1,0,0,2
West Brom,Sheffield United,2,0,2.3,3.3,2.85,16,11,5,3,8,4,0,0,2
Cultural Leonesa,Huesca,0,2,2.3,2.82,3.4,17,8,7,4,5,7,0,0,0
Laval,Dunkerque,1,2,3.2,3.0,2.15,4,10,3,5,2,7,1,1,0
Annecy,Le Mans,1,2,2.7,2.75,2.7,7,7,2,3,5,5,1,1,0
Pau FC,Amiens,1,2,1.44,3.8,6.0,16,9,4,6,8,2,1,1,0
Rodez,Guingamp,2,1,2.1,3.25,3.0,16,13,5,3,6,10,1,1,2
Sociedad,Girona,1,2,1.75,3.9,4.5,9,14,4,3,4,3,1,1,0
Angers,Nantes,4,1,2.15,3.2,3.6,20,7,9,4,6,3,1,1,2
Nancy,Clermont,1,0,1.85,3.2,3.7,20,16,6,3,7,4,0,0,2
Dortmund,Werder Bremen,3,0,1.4,5.0,7.0,18,6,8,3,3,3,1,0,2
Stuttgart,Ein Frankfurt,3,2,1.73,4.2,4.2,20,12,11,5,10,2,1,1,2
Mainz,Heidenheim,2,1,1.75,3.8,4.33,13,15,6,4,4,1,1,1,2
Pisa,Milan,1,2,6.5,4.2,1.5,7,7,2,2,3,1,1,1,0
Almeria,Andorra,3,2,1.68,3.8,4.5,15,15,6,7,6,5,1,1,2
Mechelen,Genk,2,3,3.4,3.5,2.1,13,12,6,7,2,4,1,1,0
Monaco,Nantes,3,1,1.48,4.33,7.0,12,13,6,2,9,3,1,1,2
Elche,Osasuna,0,0,2.7,3.3,2.55,17,6,5,2,10,3,0,0,1
Volendam,PSV Eindhoven,2,1,10.0,6.5,1.25,12,19,4,5,4,8,1,1,2
Dortmund,Mainz,4,0,1.53,4.5,5.5,14,10,8,5,7,2,1,0,2
Pisa,Milan,1,2,6.5,4.2,1.5,7,7,2,2,3,1,1,1,0
Red Star,Nancy,2,1,1.91,3.3,4.1,16,4,3,1,8,2,1,1,2
Pau FC,Boulogne,1,2,1.91,3.4,4.0,10,9,4,4,5,3,1,1,0
Laval,Annecy,2,2,3.3,3.0,2.3,9,12,3,4,4,6,1,1,1
Clermont,Rodez,1,2,2.38,3.2,2.8,15,7,7,2,3,5,1,1,0
Amiens,Dunkerque,1,4,3.9,3.4,1.83,14,13,3,8,5,4,1,1,0
Tondela,Alverca,1,1,2.35,3.1,3.1,18,10,4,4,11,5,0,1,1
Santa Clara,Benfica,1,2,7.0,3.6,1.51,9,11,2,3,1,7,1,1,0
Fortuna Dusseldorf,Preußen Münster,0,0,2.0,3.5,3.5,12,6,3,2,2,2,0,0,1
Rennes,Paris SG,3,1,7.0,5.0,1.4,13,22,4,7,5,8,1,1,2
Nurnberg,Karlsruhe,5,1,1.73,4.0,4.2,12,12,8,2,4,6,1,1,2
Wrexham,Swansea,2,0,2.2,3.3,3.2,11,10,2,3,5,5,0,0,2
Gent,Waregem,2,0,2.25,3.3,2.75,11,5,5,1,2,6,0,0,2
Marseille,Auxerre,1,0,1.42,5.0,6.5,16,8,3,3,9,2,0,0,2
Clermont,Pau FC,0,1,2.3,3.1,2.8,10,8,3,3,5,0,0,0,0
Magdeburg,Darmstadt,1,1,2.4,3.8,2.6,17,10,4,3,8,1,0,1,1
Zwolle,Groningen,1,1,2.7,3.6,2.5,14,17,6,6,7,6,0,1,1
M'gladbach,St Pauli,2,0,1.91,3.4,4.2,10,8,4,1,2,2,0,0,2
Modena,Spezia,3,0,1.66,3.6,5.0,9,6,3,1,3,3,1,0,2
Bastia,Boulogne,0,1,1.95,2.88,4.0,13,4,4,1,8,2,0,0,0
Greuther Furth,Elversberg,2,0,4.33,4.0,1.7,8,13,4,4,2,6,0,0,2
Torino,Parma,4,1,2.2,3.0,3.8,15,6,6,3,2,7,1,1,2
Montpellier,Laval,2,0,1.8,3.1,4.2,17,7,7,1,5,3,0,0,2
Nancy,Le Mans,2,4,2.75,3.1,2.3,8,11,4,5,4,7,1,1,0
Mirandes,Cadiz,0,2,2.15,3.3,3.3,22,9,6,6,3,2,0,0,0
Torino,Parma,4,1,2.2,3.0,3.8,15,6,6,3,2,7,1,1,2
Alaves,Villarreal,1,1,3.25,3.4,2.2,8,10,0,4,5,2,0,1,1
Guingamp,Amiens,1,0,1.5,3.75,5.25,13,8,5,3,6,4,0,0,2
Dundee,Motherwell,1,1,3.8,3.5,1.91,7,16,4,4,2,6,0,1,1
Go Ahead Eagles,Volendam,3,0,1.53,4.5,5.5,19,19,13,1,7,7,1,0,2
Aberdeen,Livingston,0,0,1.96,3.8,3.4,16,6,2,2,6,6,0,0,1
Nice,Nantes,1,0,1.67,3.7,5.25,19,14,8,3,7,4,0,0,2
Ajax,Zwolle,3,1,1.25,6.0,11.0,12,8,7,3,7,1,1,1,2
Rangers,Hearts,0,2,1.68,4.1,4.2,14,12,5,5,9,2,0,0,0
Hibernian,Dundee United,3,3,1.61,4.1,4.75,27,13,12,9,6,4,1,1,1
Auxerre,Monaco,1,2,5.0,4.33,1.6,9,13,2,3,5,8,1,1,0
Ath Bilbao,Alaves,0,1,1.6,3.9,5.75,12,4,3,2,6,6,0,0,0
Ath Madrid,Villarreal,2,0,1.8,3.7,4.33,8,8,3,1,8,3,0,0,2
Falkirk,St Mirren,1,2,2.15,3.5,3.1,10,13,2,5,4,2,1,1,0
Sociedad,Real Madrid,1,2,5.0,4.33,1.6,23,16,4,6,12,4,1,1,0
RAAL La Louviere,Club Brugge,1,0,5.75,4.5,1.48,13,21,4,6,5,6,0,0,2
Cagliari,Parma,2,0,2.15,3.2,3.6,12,17,5,5,4,5,0,0,2
Clermont,St Etienne,1,2,3.6,3.5,1.9,12,16,2,6,2,5,1,1,0
Grenoble,Dunkerque,1,0,2.7,3.3,2.4,12,13,2,5,6,7,0,0,2
Annecy,Reims,1,1,3.1,3.25,2.15,6,15,2,7,5,7,0,1,1
Juve Stabia,Reggiana,0,0,2.1,3.0,3.9,17,4,6,1,8,1,0,0,1
Modena,Bari,3,0,2.3,3.2,3.25,16,6,9,2,2,2,1,0,2
Padova,Frosinone,0,1,2.4,2.82,3.3,10,14,5,4,6,4,0,0,0
Catanzaro,Carrarese,1,1,2.32,2.85,3.4,18,11,3,2,6,8,0,1,1
Sampdoria,Cesena,1,2,2.5,3.0,3.0,11,8,1,3,1,2,1,1,0
Dender,St. Gilloise,0,1,6.0,4.5,1.48,5,18,2,4,1,6,0,0,0
Waregem,Oud-Heverlee Leuven,2,0,2.4,3.4,2.88,12,25,8,6,2,6,0,0,2
Cagliari,Parma,2,0,2.15,3.2,3.6,12,17,5,5,4,5,0,0,2
Juventus,Inter,4,3,2.75,3.0,2.75,12,18,4,4,5,9,1,1,2
Fiorentina,Napoli,1,3,3.5,3.1,2.25,19,14,3,9,8,5,1,1,0
Everton,Aston Villa,0,0,2.45,3.3,2.9,20,7,2,1,10,3,0,0,1
Bayern Munich,Hamburg,5,0,1.06,12.0,26.0,22,9,12,2,5,3,1,0,2
Wolfsburg,FC Koln,3,3,1.95,3.5,3.9,14,14,6,8,7,4,1,1,1
Union Berlin,Hoffenheim,2,4,2.6,3.4,2.7,20,9,7,8,9,2,1,1,0
Mainz,RB Leipzig,0,1,2.55,3.6,2.63,13,19,2,3,3,5,0,0,0
Heidenheim,Dortmund,0,2,5.5,4.5,1.55,6,17,1,8,5,4,0,0,0
Freiburg,Stuttgart,3,1,2.9,3.6,2.35,14,7,6,2,7,1,1,1,2
Twente,NAC Breda,2,2,1.45,4.5,6.5,15,11,6,5,4,3,1,1,1
Feyenoord,Heerenveen,1,0,1.38,5.0,7.5,10,11,5,1,6,3,0,0,2
Nijmegen,PSV Eindhoven,3,5,5.0,4.33,1.62,20,18,7,11,8,4,1,1,0
Fiorentina,Napoli,1,3,3.5,3.1,2.25,19,14,3,9,8,5,1,1,0
Juventus,Inter,4,3,2.75,3.0,2.75,12,18,4,4,5,9,1,1,2
Getafe,Oviedo,2,0,1.95,3.1,4.5,10,5,3,1,4,3,0,0,2
Pescara,Venezia,2,2,4.33,3.6,1.79,16,12,5,5,7,5,1,1,1
Fulham,Leeds,1,0,1.91,3.5,4.0,5,10,3,3,3,3,0,0,2
Bournemouth,Brighton,2,1,2.35,3.5,2.9,13,6,5,2,4,4,1,1,2
Coventry,Norwich,1,1,1.68,3.9,4.33,28,4,4,1,11,2,0,1,1
Porto,Nacional,1,0,1.15,6.5,17.0,11,5,5,1,5,5,0,0,2
Crystal Palace,Sunderland,0,0,1.65,3.75,5.75,14,6,6,0,5,3,0,0,1
Estoril,AVS,3,1,1.81,3.7,4.0,15,12,5,4,1,5,1,1,2
Schalke 04,Holstein Kiel,0,1,2.2,3.5,3.1,12,10,4,5,8,3,0,0,0
Karlsruhe,Nurnberg,2,1,1.91,3.7,3.75,10,24,7,10,6,10,1,1,2
Darmstadt,Braunschweig,2,1,1.62,4.0,5.0,10,13,4,5,2,5,1,1,2
Bradford,Huddersfield,3,1,2.5,3.4,2.65,13,8,4,2,5,11,1,1,2
Northampton,Blackpool,1,0,2.57,3.4,2.57,9,15,4,4,5,5,0,0,2
Wrexham,QPR,1,3,1.86,3.5,4.0,21,15,8,6,12,9,1,1,0
West Brom,Derby,0,1,1.71,3.5,4.75,18,4,3,1,11,0,0,0,0
Watford,Blackburn,0,1,2.15,3.5,3.1,14,14,1,5,5,7,0,0,0
AFC Wimbledon,Rotherham,2,1,2.15,3.4,3.25,10,7,5,3,5,5,1,1,2
Arsenal,Nott'm Forest,3,0,1.38,5.0,8.0,16,5,5,1,8,4,1,0,2
Swansea,Hull,2,2,1.79,3.5,4.5,9,15,2,6,5,2,1,1,1
Barnsley,Reading,3,2,1.76,3.8,4.2,15,14,5,5,5,4,1,1,2
Burton,Lincoln,0,1,2.75,3.5,2.35,16,10,2,3,6,3,0,0,0
Stoke,Birmingham,1,0,3.0,3.2,2.35,8,7,3,0,5,3,0,0,2
Sheffield Weds,Bristol City,0,3,3.75,3.4,1.91,6,9,0,4,4,1,1,0,0
Stockport,Cardiff,1,1,2.65,3.5,2.45,14,4,3,2,7,2,0,1,1
Peterboro,Wycombe,2,1,3.25,3.5,2.1,16,12,6,5,3,3,1,1,2
Mansfield,Stevenage,1,1,2.4,3.25,2.75,7,9,2,4,3,9,0,1,1
Luton,Plymouth,2,3,1.49,4.2,6.0,22,6,7,3,16,3,1,1,0
Leyton Orient,Bolton,1,1,3.1,3.6,2.15,6,11,1,4,3,8,0,1,1
Valladolid,Almeria,3,1,2.5,3.3,2.65,11,14,8,3,8,3,1,1,2
Exeter,Port Vale,0,2,2.82,3.4,2.32,11,5,4,2,8,2,0,0,0
Moreirense,Rio Ave,3,1,2.5,3.0,3.0,15,15,8,4,7,3,1,1,2
Newcastle,Wolves,1,0,1.42,4.75,7.0,16,8,4,3,10,4,0,0,2
West Ham,Tottenham,0,3,3.4,3.6,2.1,7,14,4,5,2,13,1,0,0
Brentford,Chelsea,2,2,4.5,3.9,1.73,7,16,4,6,5,6,1,1,1
Wigan,Doncaster,3,0,2.3,3.5,2.82,13,9,8,3,10,10,1,0,2
Mirandes,La Coruna,1,5,3.25,3.1,2.25,9,20,6,9,1,6,1,1,0
Famalicao,Sp Lisbon,1,2,7.0,5.0,1.39,9,9,3,4,5,4,1,1,0
Preston,Middlesbrough,2,2,3.0,3.3,2.2,7,14,2,3,3,4,1,1,1
Hannover,Hertha,0,3,1.8,3.8,4.0,21,9,3,3,15,0,1,0,0
Oxford,Leicester,2,2,4.2,3.5,1.81,19,8,2,5,4,4,1,1,1
Charlton,Millwall,1,1,2.4,3.1,3.1,14,15,3,3,3,4,0,1,1
Huesca,Malaga,1,0,2.15,3.0,3.6,12,7,3,3,4,3,0,0,2
Cadiz,Eibar,1,0,2.1,3.0,3.7,12,17,4,4,5,4,0,0,2
Cordoba,Cultural Leonesa,1,0,1.61,3.8,5.0,19,15,5,5,4,6,0,0,2
Rio Ave,Guimaraes,0,1,2.65,3.2,2.55,8,16,2,3,6,6,0,0,0
Casa Pia,Gil Vicente,1,1,3.5,2.95,2.15,3,11,1,2,1,8,0,1,1
Sp Lisbon,AVS,6,0,1.05,11.0,21.0,24,7,14,3,8,1,1,0,2
Bolton,Exeter,2,1,1.41,4.5,6.25,24,3,7,2,6,2,1,1,2
AFC Wimbledon,Mansfield,0,0,2.3,3.3,2.85,7,5,1,1,7,2,0,0,1
Valladolid,Andorra,0,1,1.61,4.0,4.75,17,9,5,2,8,6,0,0,0
Leicester,Ipswich,3,1,3.25,3.5,2.1,11,13,4,2,6,5,1,1,2
Huddersfield,Wigan,1,1,2.01,3.4,3.4,11,10,6,3,6,3,0,1,1
Barnsley,Leyton Orient,3,2,2.1,3.6,2.95,14,11,5,2,8,3,1,1,2
Blackpool,Lincoln,2,2,3.05,3.3,2.2,17,9,4,2,8,6,1,1,1
Luton,Port Vale,2,2,1.71,3.6,4.5,12,10,4,3,8,4,1,1,1
Cardiff,Doncaster,4,3,1.76,3.8,3.9,18,13,9,6,4,2,1,1,2
Burton,Wycombe,0,0,3.5,3.4,1.96,13,11,5,1,6,6,0,0,1
Santander,Leganes,1,1,1.76,3.8,4.0,17,15,7,4,7,7,0,1,1
Bradford,Reading,2,0,1.91,3.6,3.6,10,8,4,2,3,2,0,0,2
Coventry,Bristol City,1,0,1.66,3.75,4.75,21,15,4,8,4,5,0,0,2
Plymouth,Rotherham,1,0,1.96,3.5,3.4,7,15,2,2,1,12,0,0,2
Torino,Cremonese,1,0,1.95,3.25,4.2,18,10,6,3,6,6,0,0,2
Chelsea,Everton,2,0,1.67,3.8,5.25,17,11,5,2,4,7,0,0,2
Liverpool,Brighton,2,0,1.67,4.0,4.75,18,14,4,1,2,2,0,0,2
Burnley,Fulham,2,3,4.0,3.5,1.91,16,6,8,4,10,4,1,1,0
Arsenal,Wolves,2,1,1.13,8.5,21.0,16,3,2,2,8,0,1,1,2
Leverkusen,FC Koln,2,0,1.55,4.33,5.25,17,6,6,4,8,3,0,0,2
St Pauli,Heidenheim,2,1,1.95,3.4,4.0,8,20,5,7,4,11,1,1,2
M'gladbach,Wolfsburg,1,3,1.95,3.8,3.6,14,11,4,6,6,3,1,1,0
Hoffenheim,Hamburg,4,1,1.7,4.33,4.2,10,14,6,5,3,3,1,1,2
Ath Madrid,Valencia,2,1,1.3,5.0,11.0,10,13,6,2,5,7,1,1,2
Mallorca,Elche,3,1,2.45,3.1,3.1,15,9,8,0,1,1,1,1,2
Barcelona,Osasuna,2,0,1.2,7.0,12.0,24,3,7,2,14,1,0,0,2
Getafe,Espanol,0,1,2.5,2.8,3.25,11,6,1,4,6,4,0,0,0
Ein Frankfurt,Augsburg,1,0,1.7,4.2,4.33,11,12,4,1,2,6,0,0,2
St Etienne,Bastia,2,2,1.67,3.4,4.75,16,6,10,2,5,3,1,1,1
Red Star,Reims,0,0,2.7,3.0,2.35,5,13,2,4,4,4,0,0,1
Grenoble,Montpellier,1,1,2.9,3.1,2.2,14,11,5,5,7,5,0,1,1
Juve Stabia,Empoli,2,0,2.2,2.85,3.5,8,10,5,1,5,5,0,0,2
Reggiana,Padova,1,2,2.25,3.05,3.3,13,10,4,5,7,5,1,1,0
Spezia,Modena,0,2,3.4,3.2,2.2,7,28,3,10,3,9,0,0,0
Sudtirol,Bari,0,0,1.91,3.2,4.2,8,14,3,3,3,3,0,0,1
Telstar,Nijmegen,2,2,3.5,4.0,1.9,10,16,4,8,5,7,1,1,1
Venezia,Monza,2,0,2.2,2.95,3.5,15,10,5,1,2,6,0,0,2
Catanzaro,Avellino,1,0,1.81,3.6,3.9,14,6,3,2,4,2,0,0,2
Cesena,Mantova,3,2,1.71,3.5,4.75,20,15,8,7,7,2,1,1,2
Stockport,Stevenage,1,3,1.81,3.25,4.2,14,7,4,4,5,3,1,1,0
Parma,Lazio,0,1,3.6,3.3,2.1,19,15,5,5,4,4,0,0,0
Peterboro,Northampton,2,1,2.01,3.3,3.5,31,9,10,3,4,8,1,1,2
Sp Gijon,Granada,1,0,2.1,3.05,3.5,15,7,5,2,6,1,0,0,2
Atalanta,Cagliari,2,1,1.33,5.0,9.5,17,8,8,1,5,4,1,1,2
Bielefeld,Kaiserslautern,0,0,2.2,3.4,3.25,16,4,3,1,10,4,0,0,1
Atalanta,Cagliari,2,1,1.33,5.0,9.5,17,8,8,1,5,4,1,1,2
PSV Eindhoven,Heracles,4,3,1.13,11.0,15.0,21,11,6,6,10,4,1,1,2
Zwolle,For Sittard,1,0,2.35,3.6,2.88,8,11,3,3,2,12,0,0,2
Parma,Lazio,0,1,3.6,3.3,2.1,19,15,5,5,4,4,0,0,0
Torino,Cremonese,1,0,1.95,3.25,4.2,18,10,6,3,6,6,0,0,2
La Coruna,Sociedad B,0,3,1.46,4.33,5.75,17,10,9,3,6,3,1,0,0
Millwall,Hull,1,3,1.91,3.5,3.7,11,10,6,6,5,1,1,1,0
Rennes,Brest,3,1,1.83,3.75,4.1,9,14,5,7,5,7,1,1,2
Groningen,Volendam,3,0,1.44,4.33,7.0,26,5,7,1,18,1,1,0,2
Metz,Paris SG,2,3,10.0,6.5,1.25,9,14,5,9,4,4,1,1,0
Norwich,Southampton,2,1,3.3,3.9,1.96,16,12,5,4,6,5,1,1,2
Cordoba,Eibar,0,0,1.96,3.25,3.9,13,0,2,0,5,0,0,0,1
Dundee United,Motherwell,0,0,2.82,3.4,2.3,9,13,1,3,1,4,0,0,1
Oxford,Preston,1,2,2.65,3.2,2.65,24,8,8,2,9,9,1,1,0
Stoke,Swansea,2,1,1.81,3.5,4.2,8,14,5,6,6,7,1,1,2
Birmingham,Charlton,1,1,1.53,4.0,5.75,24,7,5,1,10,3,0,1,1
Wrexham,Watford,2,2,2.5,3.2,2.7,16,12,3,3,7,1,1,1,1
Middlesbrough,QPR,3,1,1.86,3.7,3.8,18,13,7,5,9,4,1,1,2
Paris FC,Toulouse,0,3,2.4,3.4,2.88,9,7,2,4,7,4,1,0,0
Livingston,Dundee,2,2,1.81,3.6,4.1,15,6,6,3,7,0,1,1,1
Zaragoza,Cadiz,1,2,2.05,3.05,3.7,15,9,1,6,8,4,1,1,0
Portsmouth,Blackburn,2,1,2.7,3.25,2.5,18,11,7,2,7,6,1,1,2
Cercle Brugge,Mechelen,2,3,1.8,3.8,3.9,17,12,7,6,6,9,1,1,0
Waregem,RAAL La Louviere,2,2,2.25,3.25,3.2,9,8,4,4,3,2,1,1,1
Anderlecht,St Truiden,2,1,1.85,3.75,3.7,22,8,9,2,6,2,1,1,2
Hannover,Bochum,0,0,1.73,3.6,5.0,20,8,7,3,7,0,0,0,1
Karlsruhe,Paderborn,0,4,3.5,3.6,2.05,6,27,1,11,1,6,1,0,0
Falkirk,Hearts,0,2,4.33,3.6,1.76,6,13,1,5,3,7,0,0,0
Magdeburg,Holstein Kiel,3,3,2.25,3.4,3.0,18,14,8,6,6,4,1,1,1
Inter,Lecce,1,0,1.13,9.0,19.0,21,10,7,1,11,3,0,0,2
Napoli,Parma,0,0,1.3,5.25,10.5,16,4,4,1,7,1,0,0,1
Falkirk,Celtic,0,1,5.75,4.75,1.45,11,8,6,2,3,4,0,0,0
Wolfsburg,St Pauli,2,1,1.91,3.7,3.8,13,9,5,4,7,4,1,1,2
Hoffenheim,M'gladbach,5,1,1.85,3.9,3.8,18,7,10,5,6,2,1,1,2
Napoli,Parma,0,0,1.3,5.25,10.5,16,4,4,1,7,1,0,0,1
Inter,Lecce,1,0,1.13,9.0,19.0,21,10,7,1,11,3,0,0,2
